,sents,sentiments,topics
8358,thầy rất dễ tính trong giờ học .,2,0
8359,"dưới góc nhìn một sinh viên , tôi thấy chuyên môn của cô thật tuyệt vời !",2,0
8360,"thầy giảng bài rất hay , lấy ví dụng sinh động , thực tiễn .",2,0
8361,"thầy khá tận tâm , nhiệt tình với sinh viên .",2,0
8362,"không áp dụng vào đời sống nhiều , phân chia thời gian học chưa hợp lý .",0,1
8363,"giang viên giảng dạy nhiệt tình , dễ hiểu .",2,0
8364,"máy chiếu thì quá mờ mới gần đây thôi , quạt thì có cái chạy được , có cái bị hỏng công tắc .",0,2
8365,"giảng nhiều , dễ hiểu , truyền đạt có hệ thống .",2,0
8366,không có sự lôi cuốn và thu hút trong cách giảng .,0,1
8367,"thầy nhiệt tình vui tính , dạy dễ hiểu .",2,0
8368,mong cô nếu giao đồ án thì nên cho học sinh tìm hiểu trước về ứng dụng mfc từ đầu kỳ .,0,0
8369,"thầy có cách làm đồ án là quay video clip rất hay , vừa vui vừa là cách tìm hiểu kiến thức một cách mới , hứng thú .",2,0
8370,cung cấp slide trước để sinh viên có tư liệu tìm hiểu trước ở nhà .,2,0
8371,phương pháp dạy chưa hợp lý .,0,0
8372,"thầy vui tính , giảng hay , nhiệt huyết với các bạn .",2,0
8373,"tận tâm với sinh viên , vui vẻ trong giờ học .",2,0
8374,"máy của phòng thực hành wzjwz241 khởi động visual studio chậm , bàn phím chưa tốt .",0,2
8375,"môn học rất bổ ích , tuy là lý thuyết rất nhiều , nhưng trong những chương giảng dạy cũng nên có một vài bài tập đơn giảng để vận dụng bài tập vào thực tiễn và thông qua bài tập đó có thể rút ra kinh nghiệm làm việc .",0,1
8376,"nhiệt tình , giáo án tốt , có nhiều bài tập vận dụng trên website môn học .",2,0
8377,"thầy nhiệt tình giúp đỡ , tận tâm với công việc .",2,0
8378,em đề nghị trường mình nên áp dung hình thức thực hành động .,0,1
8379,"không phải là tôi chưa từng rớt môn , nhưng tôi không phục và không cam tâm đối với trường hợp của 2 bạn kia có cùng source code , nếu thầy hỏi 2 bạn kia từng đoạn code giống như thầy đã hỏi tôi thì chắc gì 2 bạn đó trả lời được , vì code cũng đều lấy từ internet về và có phải 2 bạn đó code đâu .",0,0
8380,cần quan tâm nhiều hơn về vấn đề bài tập .,0,1
8381,"nhiệt tình , dễ gần .",2,0
8382,"phòng học gần công trình đang xây dựng nên rất ồn , mong trường có thể đổi phòng học khác , em xin cảm ơn !",0,2
8383,giảng viên đem kiến thức vào giảng dạy rất đa dạng .,2,0
8384,có cho các bài tập vừa sức sinh viên và tích cực giải đáp thắc mắc .,2,0
8385,giải đáp nhanh khi sinh viên không hiểu .,2,0
8386,"phương pháp giảng dạy còn thô , không sinh động .",0,0
8387,"thầy rất tâm huyết , chuyên tâm dạy .",2,0
8388,thầy có khiếu hài hước rất cao và truyền đạt dễ hiểu .,2,0
8389,thêm nhiều tài liệu cho sinh viên .,0,1
8390,"em ở nhà tự học , thi thực hành vừa rồi cũng được 10 điểm .",2,3
8391,"biết tạo điều kiện cho học sinh rèn luyện các kỹ năng , khả năng dẫn dắt truyền đạt tốt .",2,0
8392,"nhiều phòng thực hành không có visual hay dev , rất bất lợi cho những bạn chưa có lap .",0,2
8393,"thân thiện , gần gũi , cách giảng lấy ví dụ thực tế hóa .",2,0
8394,"rất nhiệt huyết , hay trao đổi và thảo luận và giúp đỡ sinh viên .",2,0
8395,chương trình dạy rời rạc và khó hiểu .,0,0
8396,"giảo viên hài hước , giảng kiến thức dễ tiếp thu .",2,0
8397,"cách dạy lôi cuốn sinh viên , nói chuyện thực tế , gần gũi với sinh viên .",2,0
8398,cách truyền đạt hài hước .,2,0
8399,"giảng dạy nhiệt tình , đảm bảo đầy đủ giờ lên lớp .",2,0
8400,nên thêm máy tính thực trong phòng thực hành .,0,1
8401,cô rất vui tính và nhiệt tình .,2,0
8402,cần thống nhất giữa nội dung lý thuyết và phần thực hành học từ trên xuống mà thực hành thì dưới lên gây khó khăn cho sinh viên .,0,1
8403,hơi khắt khe quá với sinh viên .,0,0
8404,thuộc bài một cách máy móc và trình bày không tự nhiên nhưng điểm vẫn cao .,0,1
8405,thầy chỉ tận tình các lỗi xảy ra trong bài học .,2,0
8406,giọng nói hay .,2,0
8407,ít cho bài tập về nhà .,0,1
8408,thầy dạy khá nhiệt tình và tận tâm dễ hiểu .,2,0
8409,"hình thức , các hoạt động học tập phong phú .",2,1
8410,thời gian chỉ được phân bổ 2 tiết nên vừa mất thời gian lại không có thời gian để giảng thêm nhiều vấn đề .,0,1
8411,"giảng viên rất tận tình chỉ dạy , hỗ trợ tích cực .",2,0
8412,"truyền đạt dễ hiểu , giảng viên hài hước , tạo không gian học tập hưng phấn khi đến lớp .",2,0
8413,có nhiều nguồn tài liệu slide bài giảng .,2,1
8414,"thích cách dạy như kể chuyện , chia sẻ kinh nghiệm của thầy .",2,0
8415,hướng dẫn kỹ trước khi thực hành .,2,0
8416,"môn học nên bám sát vào nội dung , mục đích cuối cùng thay vì giảng dạy lý thuyết tràn lan .",0,1
8417,thầy chia sẻ nhiều điều trong thực tế .,2,0
8418,"em hi vọng thầy có thể cung cấp tài liệu học tập một cách đầy đủ , vì trên slide em thấy còn hạn chế về kiến thức và quá tóm tắt .",0,0
8419,"đi trễ 2h đồng hồ , nghỉ không thông báo , nhờ người dạy thay thế .",0,0
8420,giảng viên chủ động .,2,0
8421,"lớp muốn hiểu bài phải sắp xếp thời gian , tiết học của mình để được học ké , học chui ở các giảng viên khác để lắp cho mình bù lại kiến thức bị trống .",0,0
8422,"giảng viên nhiệt tình , quan tâm sinh viên , hướng dẫn tốt .",2,0
8423,tích cực hướng dẫn khi sinh viên hỏi bài .,2,0
8424,cần có tiết sửa bài tập .,0,1
8425,"vui vẻ , nhiệt tình , thân thiện .",2,0
8426,giảng viên thường hay đi trễ nửa tiếng .,0,0
8427,"máy chiếu không rõ , hư hỏng , chập chờn .",0,2
8428,"giảng viên chưa nắm rõ chương trình , có khi không fix được lỗi để giảng cho sinh viên mà giao bài tập bắt sinh viên làm , trong khi giáo trình môn học gửi trên moodle không đáp ứng được lượng kiến thức cần thiết , còn quá sơ sài , không cụ thể , và đôi khi không có tài liệu luôn đặc biệt là về phần c .",0,0
8429,có thêm các mô hình thực tế cho sinh viên .,0,1
8430,"điểm danh , làm bài kiểm tra thường xuyên trong các buổi học .",1,1
8431,có tương tác tốt với sinh viên .,2,0
8432,thầy rất tâm huyết .,2,0
8433,nói chuyện hơi khó nghe .,0,0
8434,"giáo viên cần phải ra nhiều bài tập cho sinh viên làm rồi sửa chứ không chỉ nói sinh viên tự kiếm bài tập ở nhà làm để lên bảng sửa , hình thức sửa quá nhanh khiến sinh viên chưa hiểu rõ được vấn đề .",0,0
8435,nội dung giảng dạy khá tốt .,2,0
8436,"dạy dễ hiểu , nhiệt tình .",2,0
8437,"giảng viên tận tâm , nhiệt tình , khả năng truyền đạt tốt .",2,0
8438,"cô giáo trẻ trung , hòa nhã với sinh viên .",2,0
8439,"đến lớp đúng giờ , vui tính .",2,0
8440,"giờ học sinh động , thầy tạo ra không gian để sinh viên trao đổi vấn đề và nêu ra ý kiến của mình .",2,0
8441,thầy nên hướng dẫn thực hành trong giờ học thực hành .,0,0
8442,"giảng viên nhiệt tình , công tâm , quan tâm sinh viên , truyền đạt tốt .",2,0
8443,không có gì để phàn nàn .,1,3
8444,"đây là năm đầu tiên thầy giảng dạy , chúng em đều thông cảm !",0,0
8445,"giảng viên nhiệt tình , em cảm thấy hài lòng .",2,0
8446,"vui vẻ , dạy dễ hiểu , giúp đỡ mọi lúc mọi nơi .",2,0
8447,thầy dạy hơi nhanh nên khó chép bài kịp .,0,0
8448,"giảng viên hòa đồng , gần gũi với sinh viên .",2,0
8449,đây là mong muốn của em chứ không phải không hài lòng ) .,1,0
8450,nhiệt tình chu đáo với sinh viên .,2,0
8451,cho đề thi hơi khó .,0,0
8452,"nghỉ học không thông báo hoài , bực mình .",0,0
8453,thầy rất tận tâm với sinh viên .,2,0
8454,cô dạy nhiệt tình và rất gần gũi với sinh viên .,2,0
8455,chúc thầy thành công !,2,0
8456,cô không hiểu rõ được tâm lý sinh viên công nghệ thông tin nên khi nào cô cũng áp đặt là bọn em phải chăm chỉ học hành .,0,0
8457,thầy dạy được cách tư duy sáng tạo .,2,0
8458,"phần thực hành quá sơ sài , trợ giảng cho thực hành chỉ đưa tài liệu tiếng anh cho đọc và đưa bài về cho làm , không có sự hướng dẫn .",0,0
8459,nhiệt huyết với sinh viên .,2,0
8460,"giáo viên tận tình chỉ bảo , tạo không khí vui vẻ .",2,0
8461,dạy nhiệt tình giúp đỡ sinh viên nhiệt tình trong giờ học và chỉ bài tận tình .,2,0
8462,đôi khi giảng khó hiểu .,0,0
8463,thực hành không liên quan gì lý thuyết .,0,1
8464,"nội dung chương trình học cần rõ ràng hơn , cần cập nhật chương trình học , nội dung bài giảng trên slide còn lủng củng .",0,1
8465,"thầy dạy quá nhanh , nhất là chiếu slide , tụi em còn không xem kịp nội dung trên slide thì thầy đã cho chuyển sang slide khác .",0,0
8466,"thầy nên dạy chậm và dễ hiểu hơn , nên giảng từng cái cho chắc rồi hãy sang phần khác .",0,0
8467,"giảng dạy tích cực , vui vẻ .",2,0
8468,cập những những kiến thức mới ở ngoài vào giảng dạy .,2,1
8469,thầy và cô thường có những lời khuyên định hướng tương lai .,2,0
8470,giảng viên dạy học rất tâm huyết .,2,0
8471,mong trong học kỳ tới thì chất lượng giảng dạy sẽ cải thiện hơn .,0,1
8472,"cách dạy hài hước , không gây buồn ngủ .",2,0
8473,thầy thường xuyên bỏ lớp .,0,0
8474,"dạy đúng chủ đề , không nói chuyện ngoài lề , đi dạy đúng giờ .",2,0
8475,mong thầy có thể làm slide kỹ lưỡng và dễ hiểu hơn .,0,0
8476,"thường xuyên lên lớp trễ , chấm điểm trên moodle không có ghi chú cụ thể dẫn đến nhầm lẫn trong sinh viên .",0,0
8477,"cô rất tận tâm , nhiệt tình , đem hết kinh nghiệm cũng như kiến thức của mình để truyền đạt cho sinh viên , cô luôn tạo cảm hứng học tập .",2,0
8478,"thầy dạy cực vui , kiến thức đầy đủ , gần gũi với sinh viên .",2,0
8479,"cô vui vẻ , nhiệt tình , tận tụy .",2,0
8480,"giảng viên cởi mở dễ tiếp xúc , trao đổi .",2,0
8481,"phòng thực hành nhỏ không đủ máy cho sinh viên , máy có nhiều virus .",0,2
8482,cung cấp tài liệu tự học nhiều hơn .,0,1
8483,"thầy dạy không sát với chương trình của khoa , một số phần quan trọng nhưng không được chú trọng .",0,0
8484,phòng máy thực hành cần nâng cấp .,0,2
8485,thầy rất vui vẻ và tâm lý .,2,0
8486,ở lớp khi ngồi ở những bàn sau nhìn bảng rất khó .,0,2
8487,dạy ổn .,2,0
8488,"cô rất nhiệt tình với sinh viên , giảng dạy kỹ lưỡng , tâm huyết .",2,0
8489,"giảng viên sử dụng thời gian hợp lý , trình bày chi tiết dễ hiểu .",2,0
8490,giảng bài rất kỹ và rất hay .,2,0
8491,"kiến thức của giảng viên rất tốt , cách trình bày , giảng dạy rất đẹp và hiệu quả .",2,0
8492,nên có nhiều tiết làm bài tập hơn .,0,1
8493,nhìn không rõ .,0,2
8494,giảng viên còn hơi chủ quan nghĩ rằng sinh viên nắm được những cái cơ bản ban đầu .,0,0
8495,phương pháp dạy đưa nhiều bài tập giúp học sinh đa phần nắm được kiến thức .,2,0
8496,thầy giảng rất tận tình .,2,0
8497,"vui tính , hay kể chuyện cười cho học sinh .",2,0
8498,cho phép sinh viên tự giác ôn tập .,1,0
8499,quý thầy lắm .,2,0
8500,các đường link tham khảo không đáp ứng tốt nhu cầu giải quyết vấn đề .,0,1
8501,thầy dạy rất tốt cứ tiếp tục phát huy ạ !,2,0
8502,"giảng viên ít trình bày kiến thức cần thiết cho sinh viên , giảng viên gợi ý cho sinh viên nhưng gợi ý khá ít gây khó khăn cho sinh viên .",0,0
8503,giảng viên chưa giải thích rõ nội dung của bài và cách tiến hành mặc dù nội dung phần lý thuyết đó sinh viên chưa học tới hoặc có giảng nhưng còn rất mơ hồ .,0,0
8504,thầy nên cho một ít bài tập về nhà làm để củng cố kiến thức thêm tại bài tập thi bao la em không biết cái nào là trọng tâm hết .,0,0
8505,còn hạn chế về chuyên môn trong quá trình giảng dạy .,0,0
8506,"giáo viên nhiệt tình , có chuyên môn cao .",2,0
8507,thầy dễ chịu nên tiết học diễn ra vui vẻ không nhàm chán .,2,0
8508,nhiệt tình và thân thiết với học sinh .,2,0
8509,"kiến thức mở rộng , giáo viên nhiệt tình .",2,0
8510,cho làm debate về thực tiễn .,2,0
8511,"thầy rất vui tính , vi dụ thực hành tại máy trực tiếp và thực tế .",2,0
8512,tận tâm với sinh viên .,2,0
8513,bài tập thực hành mang tính vận dung cao những kiến thức đã học và sự hướng dẫn tận tình của giàng viên .,2,1
8514,hạn chế ra ngoài quá nhiều khi giảng dạy .,0,0
8515,giáo viên dạy hay !,2,0
8516,phong cách truyền đạt của cô khiến em còn hơi khó hiểu .,0,0
8517,"học anh văn nên học ở phòng lab , cách âm để khi học listening không bị ảnh hưởng bởi bên ngoài .",0,2
8518,còn lại ok hết !,2,0
8519,lớp học đăng ký lúc đầu gần 10 người nhưng sau 2 ngày thì đi học chỉ còn khoảng từ 15 - 20 sinh viên học .,0,1
8520,"cô dạy nhiệt tình , lên lớp đầy đủ .",2,0
8521,"giống giải tích 1 , không biết được mục tiêu đạt được môn học .",0,1
8522,hòa đồng với sinh viên .,2,0
8523,"học được nhiều từ vựng chuyên sâu hơn , giáo viên rất tận tình .",2,0
8524,nên bỏ hình thức thực hành 2 này .,0,1
8525,không hướng dẫn nhiều về môn học cho sinh viên .,0,0
8526,"giảng viên nhiệt tình , tận tâm nên em không có ý kiến .",2,0
8527,"tác phong và phương pháp giảng bài hiện đại , gần gũi , dễ tiếp thu .",2,0
8528,thầy chia sẻ rất nhiều kinh nghiệm thực tiễn giúp sinh viên định hướng nghề nghiệp tốt hơn .,2,0
8529,"deadline cho rất ngắn , học buổi chiều và deadline vào lúc 23h59 cùng ngày .",0,1
8530,"giảng nhiệt tình , ôn tập tốt .",2,0
8531,"giảng viên tận tâm , nhiệt tình , có khả năng truyền đạt tốt .",2,0
8532,tạo hoạt động thực hành theo nhóm rất hay .,2,0
8533,"nhiệt tình và hòa đồng với sinh viên trong giảng dạy , tính tình hiền lành và dạy rất hay , rất yêu nghề .",2,0
8534,giảng dạy hay thầy rất nhiệt tình slide bài giảng thầy chuẩn bị tốt .,2,0
8535,chưa đảm bảo tiến độ học tập .,0,0
8536,lớp được nghỉ liên tục .,0,0
8537,"giáo viên giảng dạy nhiệt tình , có trách nhiệm , truyền đạt dễ hiểu .",2,0
8538,tận tình chỉ bảo cho sinh viên những kiến thức bị hổng !,2,0
8539,cần có đề cương rõ ràng ngay từ đầu .,0,1
8540,"sinh viên khó có thể tự tìm hiểu để học môn này tốt được , trong khi môn này là môn chính của chuyên ngành .",0,1
8541,"nhiệt huyết , có tâm tận tình chỉ dạy .",2,0
8542,cho quá nhiều bài tập về nhà .,0,0
8543,giáo viên tích cực trong giảng dạy .,2,0
8544,khả năng truyền đạt kiến thức rất tốt .,2,0
8545,đi học trễ .,0,3
8546,thầy nhiệt tình và rất gần gũi với tụi em .,2,0
8547,"cách chấm điểm quá trình của thầy quá gắt , nhiều bạn bị kéo điểm nặng nề .",0,0
8548,"nếu lần sau có môn thầy , em nhất định sẽ đăng ký colonsmile .",2,0
8549,bài tập thực hành có nhiều câu quá khó .,0,1
8550,"hướng dẫn bài tập đầy đủ , phương pháp giải hay !",2,0
8551,nâng cao khả năng tự học của sinh viên .,2,1
8552,"thầy dạy tốt , cho bài tập nhiều .",2,0
8553,thầy nên up nhiều code mẫu hơn .,0,0
8554,cô dạy nhiệt tình và tâm huyết .,2,0
8555,khi được sinh viên nhờ hỗ trợ làm bài thầy mới đến nơi và giúp đỡ .,0,0
8556,very good .,2,3
8557,mặc dù điểm thi em không cao do em làm bài không dò lại coloncontemn .,1,1
8558,thời gian học ít .,0,1
8559,thầy cũng nên soạn slide bài giảng để chiếu trên lớp như thế sẽ đỡ tốn thời gian thầy ghi chép trên bảng rất nhiều .,0,0
8560,cần cho nhiều bài tập về nhà hơn nữa .,0,0
8561,không nhiệt tình trong giảng dạy .,0,0
8562,"có rất nhiều thiết bị đang xuống cấp và hư hỏng , ảnh hưởng đến chất lượng giảng dạy .",0,0
8563,thầy luôn có những câu chuyện để làm tăng động lực học .,2,0
8564,"tốt , nhiệt tình , giỏi .",2,0
8565,tận tâm giúp đỡ sinh viên .,2,0
8566,rất nhiệt tình và tâm huyết .,2,0
8567,thầy rất nhiệt tình ạ .,2,0
8568,"tận tình , tâm huyết với sinh viên .",2,0
8569,cần nhiều tiết học hơn để giáo viên sửa bài trên lớp .,0,1
8570,"mục tiêu quá xa so với sinh viên yếu , sinh viên yếu không theo kịp , chết đuối với thầy .",2,0
8571,sinh viên thực hiện làm bài tập theo nhóm .,1,1
8572,không ôn nhiều ngữ pháp .,0,0
8573,"thầy giảng lan man , không sử dụng courses gây khó khăn cho sinh viên .",0,0
8574,"thầy thường xuyên yêu cầu học sinh trình bày lại những kiến thức đã học trong buổi lý thuyết một cách không cần thiết , mất thời gian , không khác gì một buổi dạy lý thuyết , không đúng tinh thần và mục đích của một buổi học thực hành .",0,0
8575,giảng dạy nhanh .,0,0
8576,"bài tập thầy cho quá nhiều , xong chưa có trọng tâm và quá nhiều lý thuyết dẫn đến thời gian thực hành kém .",0,1
8577,để cải tiến chất lượng môn học em nghĩ nên có thêm tài liệu cũng như bài giải để sinh viên có thể tự học thêm và tiếp thu hiệu quả .,0,1
8578,nhiều chỗ thầy hơi giảng nhanh .,0,0
8579,thầy giảng dạy rất hay và nhiệt tình bên cạnh giảng dạy lý thuyết thầy cũng dạy cho sinh viên các kỹ năng sau này ra trường rất hữu ích .,2,0
8580,"thầy hiền , dạy khá nhiệt tình .",2,0
8581,tài liệu tiếng anh nên gây một chút khó khăn cho sinh viên .,0,1
8582,cô cho deadline khá chồng chéo nhau và hơi rối nên đôi khi em khó theo dõi thời gian .,0,0
8583,"cô dạy rất nhiệt tình và dễ hiểu , rất chu đáo , ân cần và quan tâm tới sinh viên .",2,0
8584,thầy dạy dễ hiểu cho nhiều bài tập làm thêm .,2,0
8585,hy vọng trong học kỳ tới nhà trường sẽ nâng cao chất lượng dạy và học hơn .,0,1
8586,"giảng viên tận tâm , kiến thức tốt , khả năng truyền đạt tốt .",2,0
8587,rất quan tâm sinh viên .,2,0
8588,"nhiệt tình , giảng dễ hiểu .",2,0
8589,thầy viết chữ rất đẹp !,2,0
8590,phòng lab tốt hơn .,2,2
8591,thầy rất nhiệt tình và có thể có giảng lại cả chương khi lớp không hiểu .,2,0
8592,"thực ra mà nói , chúng em đóng tiền thực hành 320k trên 1 chỉ , nhưng các giờ thực hành chưa tốt .",0,1
8593,thầy giảng dạy khá nhiệt tình .,2,0
8594,phương pháp và nội dung truyền đạt hiệu quả .,2,0
8595,"nếu có thể , thầy nên cho các bạn nộp bài trễ thêm cơ hội .",0,0
8596,dặn sinh viên tham gia seminar một cách tự nguyện nhưng lại bắt viết bài thu hoạch lấy điểm quá trình ( ví dụ như sinh viên đi học vào buổi seminar hôm đó thì làm sao có thể viết bài thu hoạch ) .,0,0
8597,"giáo viên hướng dẫn tận tình , cung cấp đầy đủ kiến thức căn bản của bộ môn .",2,0
8598,thầy nên chú trọng vào việc giảng hơn .,0,0
8599,"em rất khâm phục thầy wzjwz102 về kiến thức của thầy và sự nhiệt tình , tấm lòng của thầy đối với sinh viên .",2,0
8600,"tận tình , cung cấp đầy đủ kiến thức , không khí vui vẻ , thoải mái .",2,0
8601,"giảng viên dạy quá giờ , ảnh hưởng đến giờ giấc của sinh viên .",0,0
8602,không tạo được sự chú ý của sinh viên .,2,0
8603,thầy cho nhiều bài tập với số lượng lớn .,2,0
8604,dạy nhiều nhưng không tiếp thu được hết .,0,0
8605,thầy có chia sẻ nhiều kinh nghiệm thực tế .,2,0
8606,cần nâng cấp phòng thực hành để có thể thực hành với nền tảng mới nhất của môn học !,0,2
8607,đảm bảo giờ lên lớp và khối lượng kiến thức của môn học .,2,0
8608,không đúng giờ .,0,0
8609,thầy nên tập trung vào bài tập hơn là lý thuyết .,0,0
8610,"nên tăng cường cọ sát cho sinh viên trong môn học này , như làm việc nhóm và thuyết trình .",0,1
8611,học song song lý thuyết và thực hành để kiến thức được củng cố hơn .,0,1
8612,"đặc biệt mong thầy cố gắng dạy đầy đủ , do môn khá khó hiểu đối với những người chậm hiểu như em nên bỏ lỡ 1 - 2 buổi là coi như em hết hiểu môn học luôn .",0,0
8613,tạo điều kiện để sinh viên tham gia vào bài học .,2,0
8614,ít lên lớp .,0,0
8615,"cô rất thương sinh viên , hầu như tất cả sinh viên trong lớp cô đều có thể đánh giá được năng lực của từng bạn .",2,0
8616,thầy nên gửi cho lớp slide bài tập ạ .,0,0
8617,cập nhập thêm tài liệu mới .,0,1
8618,"dễ hiều , dễ tiếp thu .",2,0
8619,đưa ra đề tài seminar như thách đố sinh viên vậy .,0,3
8620,"nói rõ từ hơn , tránh giảng lan man , nên đi vào trọng tâm .",0,0
8621,thầy nên sử dụng hệ thống website môn học hiệu quả hơn .,0,0
8622,like .,2,3
8623,"khoa nên liên hệ các doanh nghiệp để sinh viên có điều kiện trải nghiệm việc lấy requirement thực tế của một doanh nghiệp , như thế môn học sẽ thú vị và giúp sinh viên có kỹ năng tốt hơn .",0,1
8624,"giảng viên dạy hay truyền đạt được kiến thức đến sinh viên dễ hiểu , bài tập về nhà vừa sức , tuy nghiêm túc trong việc sửa bài nhưng cũng hay pha trò làm lớp học vui nhộn không bị áp lực .",2,0
8625,"giảng dạy nhiệt tình , cập nhật bài giảng , điểm số nhanh .",2,0
8626,"cô dạy rất hay , truyển cảm hứng cho học sinh , rất thích học giờ của cô .",2,0
8627,slide rõ ràng cụ thể .,2,1
8628,hài lòng về cách dạy của cô và cách truyền đạt kiến thức qua môn học này .,2,0
8629,kết thúc buổi học sớm .,0,0
8630,"thầy dạy rất tận tâm và dễ hiểu , tuy bị mất căn bản nhập môn lập trình nhưng sau mỗi buổi học của thầy , em cảm thấy vô cùng hứng thú và có động lực hơn với môn lập trình hướng đối tượng nói riêng và những môn có liên quan đế lập trình khác nói chung .",2,0
8631,hy vọng nhà trường xem xét .,1,3
8632,"cô dễ thương , dạy quá có tâm .",2,1
8633,"giáo viên lên lớp đúng giờ , sử dụng thời gian đứng lớp hiệu quả .",2,0
8634,"môn học đi sát vào thực tế tránh rập khuôn , khô cứng .",0,1
8635,"cô dạy chậm , dễ hiểu .",2,0
8636,"cần lắp thêm quạt , ổ cắm và màn che .",0,2
8637,mong nhà trường sẽ khắc phục sớm .,0,3
8638,"thầy dạy quá nặng môn học 3 tiết kéo dài lên 5 tiết , không tiếp thu hết được kiến thức thầy truyền đạt .",0,0
8639,giảng bài buồn ngủ .,0,0
8640,không phụ thuộc vào giảng viên .,0,0
8641,bài giảng chi tiết rõ ràng .,2,0
8642,thầy wzjwz47 nên sử dụng website môn học hoặc website phòng đào tạo là kênh thông tin đến với sinh viên .,0,0
8643,"nhiệt tình , truyền đạt tốt , phương pháp giảng dạy tốt .",2,0
8644,"thầy khá giỏi , dạy kỹ và sâu .",2,0
8645,"ngoài ra , em mong môn học này chú trọng đơn thuần nhiều hơn về việc lập trình và lập trình trực quan , chú trọng trong việc xử lý source code và cách lập trình của sinh viên ( của đồ án ) .",0,1
8646,"vui tính , nhanh tiếp thu bài học .",2,0
8647,"nhiệt tình , giảng bài chậm rãi dễ nắm bắt nội dung .",2,0
8648,cô cần phải truyền đạt tốt hơn .,0,0
8649,cô nói chậm chậm chút để sinh viên dễ tiếp thu kịp .,0,0
8650,"giảng viên vui vẻ , hài hước , cách dạy giúp sinh viên dễ hiểu .",2,0
8651,"thầy nhiệt tình , vui vẻ , giảng dạy kỹ những phần quan trọng .",2,0
8652,rất tốt .,2,3
8653,thầy giảng hiệu quả .,2,0
8654,cô cho nhiều bài tập hay để nâng cao trình độ sinh viên .,2,0
8655,"slide bài giảng cứng nhắc , không trực quan , khó nắm bắt được nội dung bài học .",0,1
8656,giảng viên rất nhiệt tình tâm huyết .,2,0
8657,thầy rất nhiệt huyết và quan tâm sinh viên của mình .,2,0
8658,giảng rất tỉ mỉ và dễ hiểu .,2,0
8659,còn dạy hơi nhanh .,0,0
8660,"nói chung , tôi và bạn bè sau khi học môn nay đã từ bỏ lập trình android .",0,1
8661,"thầy dạy nhiệt tình tạo không khí cho học sinh , giảng cặn kẽ chi tiết , cho nhiều bài tập giúp học sinh hiểu bài và tự học .",2,0
8662,nên tăng tỷ lệ của đồ án môn học trong điểm trung bình lên sẽ đánh giá khách quan hơn kết quả học tập của sinh viên .,0,1
8663,"nên thực hành speaking nhiều hơn và phân bổ thời gian học grammar , cũng như phân thêm thời gian học hoặc nghe phần listening .",0,1
8664,chưa rõ mục tiêu và các bước thực hiện bài tập truy vấn dbpedia và tạo ontology .,0,3
8665,"nhiệt tình , biết cách truyền cảm hứng tạo động lực phấn đấu học tập cho sinh viên .",2,0
8666,chưa thể hiện được nhiều lợi ích của môn học .,0,1
8667,"bài tập thực hành cần nêu yêu cầu rõ ràng , không mơ hồ , cần cập nhật , có hướng dẫn cụ thể .",0,1
8668,"một số đề về nhà thầy cho rất khó so với một số bạn trong lớp , nhưng cũng vì thế mà kỹ năng lập trình cũng được nâng cao hơn .",2,0
8669,nên sắp lịch học phù hợp .,0,1
8670,"thầy nên hướng dẫn cụ thể về vấn đề đồ án , bọn em lúc làm đồ án không biết làm cái gì và đang làm cái gì , đến khi báo cáo thì tá hỏa lên không biết gì mà làm nữa , thành ra lên báo cáo không có vừa ý thầy , rồi thầy tạo quá nhiều áp lực cho bọn em , thi cử thôi cũng thấy sợ nữa , không biết thầy có thử đặt vị trí của thầy vào bọn em không nữa , 75 câu trắc nghiệm mà một câu có 2 - 3 đáp án đúng nữa có 75 phút , thầy thử nghĩ xem bọn em có nổi 3 - 4 điểm không ?",0,0
8671,thầy không chỉ dạy kiến thức mà còn dạy trở thành một kỹ sư giỏi !,2,0
8672,cho nhiều bài tập hay .,2,0
8673,giáo viên có những đồ án sát mới mục tiêu bài học .,2,0
8674,trời quá nóng mà không có đủ không khí mát mẻ .,0,2
8675,trả lời các câu hỏi của sinh viên tốt .,2,0
8676,"thường xuyên lên lớp rất muộn , không cung cấp đề cương môn học , chấm điểm chủ quan và thường xuyên nặng lời với sinh viên .",0,0
8677,lớp học thực hành luôn duy trì sĩ số 10 - 50 sinh viên .,1,1
8678,cần giảng viên có cách giảng dạy tốt hơn .,0,0
8679,kỹ càng .,2,3
8680,"thầy dạy tốt , truyền đạt dễ hiểu .",2,0
8681,truyền đạt cho sinh viên rất dễ hiểu và áp dụng .,2,0
8682,viết bài quá nhiều .,0,0
8683,"giảng viên nên giảng bài cụ thể hơn , hạn chế dùng slide .",0,0
8684,"thầy rất tận tâm và nhiệt hình , tạo cảm hứng cho sinh viên không chỉ ở hiện tại mà còn tương lai trong việc phát triển các kỹ năng của ngành công nghệ thông tin nói chung .",2,0
8685,hiểu được các kiến thức quan trọng của môn học .,2,1
8686,"hòa đồng , vui vẻ , giảng dạy rất có tâm .",2,0
8687,thầy cần tận dụng thời gian lên lớp để đỡ lãng phí .,0,0
8688,truyền đạt chưa hiệu quả .,0,0
8689,"kính mong nhà trường có thể tăng thời lương môn học lên 1 - 2 tiết vì đây là một môn khá khó , sinh viên cần nhiều thời gian hơn để nắm bắt kiến thức và luyện tập vận dụng kiến thức .",0,1
8690,cô dạy tận tâm và vui tính .,2,0
